,Sex,District,Avg_score
5980,male,6,86
5981,male,5,80
5982,female,21,77
5983,male,21,76
5984,male,21,67
5985,female,7,77
5986,male,11,92
5987,male,2,77
5988,male,1,78
5989,male,16,82
5990,male,16,82
5991,male,19,88
5992,male,22,87
5993,female,27,81
5994,female,29,74
5995,male,25,76
5996,male,10,77
5997,female,10,90
5998,male,10,76
5999,male,13,80
6000,female,28,79
6001,female,32,77
6002,male,16,80
6003,male,14,82
6004,female,8,84
6005,female,32,75
6006,male,28,87
6007,male,26,75
6008,female,5,75
6009,male,27,72
6010,male,2,68
6011,male,23,71
6012,female,32,65
6013,female,16,80
6014,female,10,77
6015,male,12,88
6016,male,31,97
6017,male,18,77
6018,male,16,85
6019,female,9,75
6020,female,15,82
6021,female,1,81
6022,female,30,72
6023,male,14,80
6024,female,24,70
6025,male,31,71
6026,male,27,66
6027,male,27,89
6028,male,10,82
6029,female,12,67
6030,female,32,71
6031,female,27,81
6032,male,23,75
6033,male,15,71
6034,female,7,72
6035,female,5,70
6036,male,2,79
6037,female,8,79
6038,male,3,77
6039,female,30,72
6040,male,10,83
6041,male,1,81
6042,female,15,74
6043,female,22,71
6044,female,12,72
6045,female,11,69
6046,male,12,76
6047,female,24,85
6048,female,14,77
6049,male,11,85
6050,female,6,88
6051,female,15,75
6052,male,26,72
6053,female,32,85
6054,male,23,87
6055,male,21,88
6056,female,25,88
6057,female,30,80
6058,male,6,91
6059,female,13,81
6060,female,28,80
6061,female,32,81
6062,male,1,70
6063,female,28,79
6064,female,10,78
6065,male,11,83
6066,male,2,82
6067,female,5,72
6068,female,8,89
6069,female,10,85
6070,male,23,83
6071,male,5,88
6072,female,1,83
6073,male,2,72
6074,male,30,92
6075,female,17,79
6076,male,25,78
6077,male,3,73
6078,female,4,87
6079,female,13,76
6080,male,12,75
6081,female,26,92
6082,female,18,72
6083,female,21,78
6084,male,2,82
6085,male,22,78
6086,female,31,86
6087,female,12,70
6088,male,11,78
6089,male,5,85
6090,female,32,75
6091,male,8,65
6092,female,11,86
6093,female,17,83
6094,male,27,73
6095,female,9,75
6096,male,13,79
6097,male,18,87
6098,female,23,63
6099,male,16,82
6100,male,30,77
6101,female,23,87
6102,male,3,81
6103,female,26,82
6104,female,20,83
6105,male,19,84
6106,male,26,85
6107,female,14,67
6108,male,25,66
6109,male,2,77
6110,female,3,78
6111,female,12,75
6112,male,28,76
6113,male,24,77
6114,male,3,75
6115,male,23,75
6116,male,14,66
6117,male,2,79
6118,male,12,77
6119,male,18,88
6120,female,6,74
6121,male,23,88
6122,male,9,97
6123,female,31,82
6124,female,26,78
6125,female,20,74
6126,female,18,85
6127,female,31,81
6128,male,32,77
6129,male,13,78
6130,female,5,66
6131,male,17,71
6132,male,15,81
6133,male,9,88
6134,female,2,83
6135,female,27,79
6136,female,13,80
6137,male,18,87
6138,male,28,86
6139,male,27,77
6140,female,19,72
6141,female,3,79
6142,male,13,83
6143,male,7,97
6144,male,13,80
6145,female,4,82
6146,female,25,83
6147,male,6,84
6148,female,16,79
6149,female,19,77
6150,male,16,84
6151,male,28,70
6152,male,20,93
6153,female,16,73
6154,male,23,77
6155,male,32,94
6156,female,19,81
6157,male,30,74
6158,female,17,85
6159,male,26,81
6160,male,30,78
6161,female,31,83
6162,female,4,68
6163,female,13,85
6164,female,32,92
6165,male,14,74
6166,female,18,74
6167,male,9,86
6168,male,29,72
6169,female,15,78
6170,female,7,79
6171,male,27,68
6172,male,1,91
6173,female,7,78
6174,male,22,82
6175,female,3,71
6176,male,32,92
6177,male,15,86
6178,male,12,89
6179,female,11,89
6180,male,28,90
6181,female,25,83
6182,male,9,77
6183,female,29,76
6184,female,3,75
6185,female,11,95
6186,male,22,82
6187,female,22,69
6188,male,20,94
6189,male,29,82
6190,male,32,75
6191,female,4,86
6192,male,21,68
6193,male,11,79
6194,female,17,81
6195,male,20,87
6196,male,29,82
6197,female,11,85
6198,male,20,67
6199,male,11,78
6200,male,17,80
6201,male,32,94
6202,male,22,76
6203,male,24,74
6204,female,14,69
6205,male,23,72
6206,male,32,73
6207,male,32,76
6208,female,24,85
6209,female,15,81
6210,female,3,71
6211,male,16,85
6212,female,25,80
6213,female,31,67
6214,male,19,86
6215,female,9,81
6216,female,12,82
6217,female,15,92
6218,male,31,67
6219,male,29,76
6220,male,4,89
6221,male,26,84
6222,male,31,81
6223,female,27,78
6224,female,30,79
6225,male,14,80
6226,female,8,82
6227,male,1,73
6228,female,15,76
6229,female,10,82
6230,female,7,81
6231,male,20,81
6232,male,7,83
6233,male,21,73
6234,male,19,75
6235,male,31,82
6236,male,13,86
6237,male,4,70
6238,male,2,82
6239,female,25,78
6240,male,6,80
6241,female,17,83
6242,female,1,76
6243,male,20,77
6244,female,18,80
6245,male,13,78
6246,female,21,68
6247,female,3,82
6248,male,11,81
6249,female,24,75
6250,male,4,88
6251,female,12,87
6252,male,10,65
6253,male,30,69
6254,female,13,92
6255,female,6,87
6256,male,22,88
6257,female,23,72
6258,female,20,76
6259,female,31,87
6260,male,13,79
6261,male,23,95
6262,female,9,76
6263,female,25,83
6264,female,20,90
6265,female,2,81
6266,male,3,73
6267,female,29,83
6268,male,17,92
6269,female,26,79
6270,male,25,77
6271,female,8,75
6272,male,12,75
6273,female,9,79
6274,female,19,95
6275,female,26,80
6276,male,12,67
6277,male,8,79
6278,male,26,80
6279,male,24,80
6280,male,19,81
6281,female,31,70
6282,female,31,81
6283,female,13,88
6284,male,8,87
6285,female,31,76
6286,female,10,74
6287,female,22,72
6288,female,7,74
6289,male,24,81
6290,male,27,87
6291,female,3,86
6292,male,22,82
6293,male,28,72
6294,female,9,76
6295,male,18,88
6296,male,9,81
6297,female,31,79
6298,female,30,79
6299,male,16,77
6300,female,10,86
6301,male,19,80
6302,male,28,91
6303,male,2,83
6304,male,20,73
6305,male,1,71
6306,female,7,76
6307,female,27,79
6308,male,23,83
6309,female,10,78
6310,male,16,80
6311,male,13,74
6312,male,32,78
6313,male,25,72
6314,female,9,78
6315,male,24,82
6316,male,14,80
6317,female,7,81
6318,female,4,81
6319,male,3,77
6320,female,13,92
6321,female,30,74
6322,male,20,81
6323,female,30,85
6324,female,24,80
6325,male,1,75
6326,male,23,84
6327,male,22,74
6328,male,1,68
6329,male,30,65
6330,female,21,73
6331,male,12,77
6332,male,26,82
6333,female,4,78
6334,female,14,70
6335,male,27,84
6336,female,14,77
6337,male,5,74
6338,female,8,74
6339,female,28,72
6340,female,4,85
6341,female,8,73
6342,male,21,68
6343,male,3,78
6344,female,1,77
6345,female,23,66
6346,male,3,84
6347,female,16,73
6348,male,3,72
6349,male,6,85
6350,female,23,85
6351,male,24,73
6352,female,8,81
6353,female,31,77
6354,female,5,84
6355,male,17,70
6356,male,12,77
6357,male,6,73
6358,female,26,95
6359,female,21,75
6360,female,21,84
6361,male,25,80
6362,male,16,84
6363,female,18,74
6364,female,8,94
6365,male,28,81
6366,female,3,79
6367,female,24,89
6368,female,30,81
6369,female,16,77
6370,male,6,67
6371,female,15,82
6372,male,2,78
6373,male,16,89
6374,male,10,80
6375,female,7,76
6376,male,2,89
6377,male,10,82
6378,female,13,84
6379,male,3,66
6380,male,1,85
6381,female,20,76
6382,male,18,91
6383,female,3,83
6384,male,22,77
6385,female,15,71
6386,male,10,90
6387,male,16,75
6388,male,1,77
6389,female,1,84
6390,female,30,86
6391,female,16,75
6392,female,30,76
6393,female,8,78
6394,female,11,96
6395,male,12,80
6396,male,19,80
6397,female,12,70
6398,male,19,79
6399,male,10,79
6400,male,12,88
6401,male,2,75
6402,male,1,74
6403,female,21,78
6404,female,15,77
6405,female,27,94
6406,male,31,75
6407,male,17,78
6408,male,32,80
6409,male,17,86
6410,male,31,82
6411,female,25,87
6412,female,9,85
6413,male,19,65
6414,male,12,85
6415,male,1,67
6416,male,31,78
6417,male,15,87
6418,male,19,84
6419,female,16,82
6420,female,31,92
6421,female,9,80
6422,male,17,84
6423,male,25,67
6424,male,12,82
6425,female,5,80
6426,male,10,75
6427,male,26,72
6428,female,28,78
6429,female,11,81
6430,male,32,83
6431,female,16,80
6432,female,6,84
6433,male,12,75
6434,female,10,66
6435,female,16,75
6436,male,28,73
6437,female,8,87
6438,female,10,71
6439,female,18,76
6440,female,3,81
6441,male,5,86
6442,male,17,79
6443,male,4,78
6444,male,14,94
6445,female,31,87
6446,female,11,89
6447,female,4,81
6448,male,31,86
6449,female,32,72
6450,male,9,80
6451,male,22,74
6452,male,1,79
6453,male,31,80
6454,female,26,83
6455,male,17,92
6456,female,8,91
6457,male,22,85
6458,female,29,83
6459,female,19,81
6460,female,3,72
6461,female,13,79
6462,male,7,82
6463,male,25,81
6464,male,23,83
6465,female,9,69
6466,female,19,73
6467,male,17,76
6468,male,19,79
6469,female,29,74
6470,male,15,69
6471,female,26,79
6472,female,14,89
6473,male,1,71
6474,female,16,83
6475,male,28,88
6476,female,24,77
6477,female,10,79
6478,female,10,80
6479,female,2,75
6480,male,5,87
6481,female,13,81
6482,male,21,83
6483,female,4,75
6484,female,30,87
6485,female,18,66
6486,male,31,80
6487,female,16,74
6488,male,22,87
6489,male,19,84
6490,male,6,92
6491,male,14,81
6492,female,9,70
6493,female,11,89
6494,female,12,86
6495,female,20,69
6496,male,12,71
6497,male,6,84
6498,female,9,84
6499,female,28,77
6500,male,17,91
6501,female,13,85
6502,male,32,78
6503,female,12,85
6504,male,20,75
6505,male,26,73
6506,male,7,86
6507,female,16,76
6508,male,31,84
6509,male,27,84
6510,female,18,78
6511,female,31,78
6512,female,16,74
6513,male,5,80
6514,female,16,75
6515,female,13,77
6516,female,25,86
6517,female,25,74
6518,male,32,83
6519,male,5,91
6520,male,20,77
6521,female,11,82
6522,female,19,80
6523,male,16,68
6524,female,5,87
6525,male,17,81
6526,male,15,82
6527,male,18,77
6528,male,30,80
6529,female,13,76
6530,female,16,74
6531,male,25,92
6532,female,16,84
6533,male,17,68
6534,male,8,79
6535,male,26,76
6536,male,29,81
6537,male,10,73
6538,female,5,81
6539,male,31,70
6540,male,17,88
6541,male,31,78
6542,female,24,81
6543,male,16,81
6544,female,31,81
6545,female,19,73
6546,male,10,74
6547,male,17,90
6548,female,15,62
6549,male,20,71
6550,male,19,73
6551,female,3,77
6552,male,12,78
6553,male,19,70
6554,female,5,76
6555,female,20,77
6556,female,2,84
6557,female,24,83
6558,female,23,83
6559,female,20,77
6560,male,14,85
6561,male,26,79
6562,female,27,81
6563,male,16,86
6564,male,6,68
6565,female,9,82
6566,female,20,87
6567,female,32,72
6568,male,25,78
6569,male,1,86
6570,female,17,67
6571,male,32,70
6572,female,2,74
6573,female,15,70
6574,female,1,88
6575,female,8,82
6576,male,27,92
6577,female,4,87
6578,male,30,83
6579,female,6,63
6580,male,7,85
6581,male,6,92
6582,female,26,87
6583,female,26,85
6584,female,20,71
6585,female,27,75
6586,female,7,82
6587,male,23,83
6588,male,18,83
6589,male,20,74
6590,female,10,83
6591,male,26,78
6592,male,4,69
6593,male,18,73
6594,male,2,87
6595,male,25,87
6596,male,32,75
6597,female,6,75
6598,female,2,80
6599,female,14,78
6600,female,2,75
6601,female,15,64
6602,female,3,81
6603,male,21,77
6604,male,25,85
6605,male,21,65
6606,male,27,80
6607,male,12,80
6608,male,22,86
6609,female,13,88
6610,male,22,86
6611,female,24,70
6612,female,9,85
6613,male,17,84
6614,male,12,77
6615,female,15,84
6616,male,29,88
6617,male,15,78
6618,female,1,71
6619,male,32,86
6620,female,23,86
6621,male,21,87
6622,male,23,76
6623,female,4,70
6624,male,21,84
6625,male,26,74
6626,female,21,82
6627,male,14,85
6628,female,3,97
6629,male,14,65
6630,male,8,92
6631,male,12,78
6632,male,15,75
6633,female,18,87
6634,male,10,86
6635,female,19,82
6636,male,29,81
6637,male,18,90
6638,male,14,89
6639,female,30,88
6640,female,9,73
6641,male,24,78
6642,female,16,84
6643,female,23,78
6644,female,10,68
6645,male,29,80
6646,female,14,85
6647,female,15,83
6648,male,15,76
6649,male,17,78
6650,female,30,84
6651,female,10,83
6652,male,26,86
6653,female,1,85
6654,male,27,70
6655,female,9,84
6656,male,19,88
6657,female,19,75
6658,female,17,78
6659,female,24,79
6660,female,22,85
6661,female,15,70
6662,male,12,68
6663,male,28,87
6664,male,31,84
6665,female,25,77
6666,female,21,77
6667,male,13,78
6668,female,22,80
6669,female,12,75
6670,male,7,73
6671,male,10,88
6672,male,14,78
6673,male,6,78
6674,female,22,75
6675,male,20,65
6676,male,25,80
6677,female,1,83
6678,male,6,89
6679,male,13,75
6680,female,28,76
6681,male,25,87
6682,male,20,74
6683,male,17,81
6684,male,12,85
6685,male,25,91
6686,female,1,79
6687,male,26,90
6688,male,28,75
6689,male,22,83
6690,female,11,85
6691,male,15,69
6692,female,25,76
6693,male,25,66
6694,female,16,77
6695,female,4,70
6696,female,24,73
6697,male,5,86
6698,female,29,72
6699,female,32,76
6700,male,16,76
6701,female,20,77
6702,male,5,82
6703,male,7,82
6704,male,3,74
6705,male,16,69
6706,female,18,80
6707,female,2,64
6708,female,17,70
6709,male,19,90
6710,female,31,84
6711,female,22,77
6712,female,13,73
6713,male,7,74
6714,male,8,80
6715,female,21,83
6716,female,4,71
6717,male,31,83
6718,male,19,80
6719,male,16,81
6720,male,1,76
6721,male,6,80
6722,male,10,90
6723,male,23,82
6724,male,5,81
6725,male,2,79
6726,male,21,77
6727,female,7,84
6728,female,2,81
6729,female,28,79
6730,female,21,90
6731,male,20,88
6732,female,7,85
6733,female,4,88
6734,male,22,70
6735,female,2,88
6736,male,11,68
6737,male,4,74
6738,female,5,75
6739,female,25,76
6740,female,30,69
6741,female,31,76
6742,male,8,87
6743,female,20,75
6744,female,3,71
6745,female,7,82
6746,female,32,74
6747,male,25,84
6748,female,19,77
6749,male,21,75
6750,female,32,92
6751,male,24,77
6752,female,27,82
6753,male,4,79
6754,male,1,72
6755,female,17,90
6756,female,24,76
6757,male,3,77
6758,female,6,79
6759,female,1,66
6760,female,24,84
6761,male,18,92
6762,female,9,75
6763,female,18,88
6764,male,12,80
6765,female,11,92
6766,male,19,74
6767,female,17,76
6768,male,2,85
6769,male,8,79
6770,female,1,80
6771,male,26,77
6772,male,17,92
6773,male,4,70
6774,female,15,79
6775,male,13,78
6776,female,2,85
6777,female,7,79
6778,male,16,89
6779,male,11,72
6780,female,12,70
6781,female,2,89
6782,male,7,90
6783,female,8,81
6784,female,11,77
6785,female,28,73
6786,male,26,65
6787,female,1,83
6788,male,24,76
6789,male,28,73
6790,male,4,64
6791,female,12,75
6792,male,6,82
6793,male,23,84
6794,female,24,67
6795,male,20,71
6796,female,22,78
6797,female,28,73
6798,male,22,74
6799,male,1,87
6800,female,6,83
6801,female,20,66
6802,female,5,66
6803,male,7,75
6804,female,20,82
6805,male,11,80
6806,female,23,76
6807,female,27,83
6808,female,12,76
6809,male,7,89
6810,female,28,71
6811,male,24,82
6812,female,30,69
6813,female,21,82
6814,female,20,83
6815,female,32,76
6816,male,14,80
6817,female,31,64
6818,male,4,78
6819,female,31,92
6820,male,32,77
6821,female,10,76
6822,female,15,78
6823,female,27,77
6824,male,12,87
6825,male,16,73
6826,female,12,81
6827,male,8,76
6828,female,26,86
6829,male,16,81
6830,female,32,67
6831,female,9,79
6832,female,18,77
6833,female,24,84
6834,male,1,90
6835,female,19,75
6836,male,32,84
6837,male,7,79
6838,female,20,79
6839,male,29,80
6840,female,17,82
6841,male,29,78
6842,female,5,84
6843,female,1,76
6844,male,21,81
6845,female,4,83
6846,male,18,85
6847,male,11,93
6848,female,31,90
6849,male,14,76
6850,female,13,79
6851,male,14,65
6852,female,15,72
6853,male,24,77
6854,male,15,86
6855,female,2,91
6856,male,15,79
6857,female,23,81
6858,female,16,79
6859,female,9,71
6860,female,28,83
6861,female,22,78
6862,male,11,79
6863,female,6,81
6864,female,9,79
6865,female,2,86
6866,male,27,65
6867,male,16,63
6868,female,23,96
6869,male,11,81
6870,female,27,94
6871,male,15,77
6872,female,29,82
6873,female,6,86
6874,female,14,83
6875,female,2,77
6876,male,12,81
6877,female,19,66
6878,male,3,83
6879,female,10,81
6880,female,24,77
6881,male,9,86
6882,male,15,86
6883,female,17,80
6884,female,2,73
6885,female,4,75
6886,female,20,64
6887,female,25,79
6888,male,5,77
6889,male,13,81
6890,female,19,73
6891,female,13,82
6892,female,26,73
6893,female,16,73
6894,male,21,81
6895,male,29,75
6896,female,32,89
6897,male,31,79
6898,female,11,75
6899,female,13,91
6900,female,5,84
6901,female,4,68
6902,male,23,74
6903,female,2,81
6904,male,7,78
6905,male,17,91
6906,male,18,85
6907,female,26,74
6908,female,9,78
6909,female,32,81
6910,female,28,74
6911,female,16,83
6912,male,11,80
6913,female,21,86
6914,male,18,74
6915,female,20,79
6916,male,2,88
6917,female,11,80
6918,female,5,78
6919,male,18,78
6920,female,31,80
6921,male,21,80
6922,female,19,75
6923,male,6,70
6924,male,30,86
6925,male,16,82
6926,male,14,67
6927,male,31,84
6928,female,2,76
6929,female,21,69
6930,female,16,83
6931,female,13,78
6932,male,26,78
6933,male,14,87
6934,male,14,86
6935,female,20,88
6936,female,14,75
6937,female,23,74
6938,female,3,76
6939,female,12,87
6940,male,32,65
6941,male,5,84
6942,male,19,75
6943,male,29,82
6944,female,6,85
6945,male,14,90
6946,female,30,83
6947,male,20,77
6948,female,13,71
6949,female,30,83
6950,female,4,86
6951,male,9,75
6952,male,31,80
6953,male,13,74
6954,female,1,78
6955,female,19,86
6956,male,13,68
6957,female,25,81
6958,female,32,76
6959,male,7,73
6960,female,9,77
6961,female,8,69
6962,male,12,74
6963,female,15,65
6964,male,31,85
6965,female,1,89
6966,female,32,78
6967,male,11,83
6968,male,30,68
6969,female,27,86
6970,female,3,83
6971,male,24,71
6972,female,31,78
6973,female,28,78
6974,male,31,86
6975,male,23,83
6976,male,6,94
6977,female,5,88
6978,male,7,90
6979,male,19,69
6980,male,31,69
6981,female,9,92
6982,male,28,86
6983,female,1,74
6984,female,1,77
6985,male,24,77
6986,female,8,95
6987,male,23,89
6988,male,23,71
6989,female,3,74
6990,female,18,73
6991,female,7,75
6992,male,12,77
6993,female,28,65
6994,male,24,82
6995,male,28,81
6996,male,8,72
6997,female,10,64
6998,male,11,65
6999,female,7,90
7000,male,15,75
7001,male,22,76
7002,male,21,95
7003,female,1,74
7004,male,19,83
7005,female,5,79
7006,male,31,78
7007,male,9,79
7008,male,2,76
7009,male,10,72
7010,female,11,82
7011,female,9,69
7012,female,20,92
7013,female,5,74
7014,female,22,82
7015,male,3,80
7016,male,23,80
7017,female,9,68
7018,female,5,69
7019,male,3,65
7020,female,29,91
7021,female,5,87
7022,female,2,89
7023,female,22,92
7024,female,7,82
7025,female,3,84
7026,female,14,69
7027,female,4,80
7028,male,24,78
7029,male,16,93
7030,male,4,87
7031,female,26,69
7032,male,32,78
7033,female,32,90
7034,female,14,79
7035,male,14,69
7036,female,15,84
7037,female,11,91
7038,male,16,86
7039,male,10,78
7040,female,19,77
7041,female,15,73
7042,male,5,83
7043,female,10,68
7044,female,22,77
7045,male,17,82
7046,female,16,79
7047,female,28,82
7048,male,29,81
7049,female,20,69
7050,female,8,84
7051,male,4,82
7052,female,12,82
7053,female,28,89
7054,female,20,81
7055,female,21,72
7056,female,12,69
7057,male,9,78
7058,female,16,96
7059,male,20,82
7060,female,31,80
7061,male,22,84
7062,female,21,67
7063,female,31,89
7064,female,28,76
7065,female,4,83
7066,male,23,80
7067,female,32,86
7068,female,13,89
7069,female,1,79
7070,male,31,71
7071,female,15,89
7072,female,11,71
7073,male,18,69
7074,male,12,79
7075,female,17,84
7076,male,32,77
7077,male,16,74
7078,male,3,66
7079,male,19,89
7080,female,9,90
7081,female,17,90
7082,female,1,70
7083,female,8,82
7084,female,9,73
7085,male,19,65
7086,female,14,79
7087,male,23,75
7088,male,6,84
7089,male,4,91
7090,male,13,78
7091,female,14,86
7092,female,26,79
7093,male,3,70
7094,female,21,69
7095,female,31,84
7096,female,12,74
7097,male,15,88
7098,female,7,80
7099,male,14,75
7100,female,12,75
7101,male,16,77
7102,male,28,77
7103,female,15,71
7104,male,6,73
7105,female,10,88
7106,male,30,71
7107,male,2,87
7108,male,4,75
7109,female,15,91
7110,female,22,70
7111,female,18,74
7112,male,19,96
7113,male,13,82
7114,male,20,93
7115,female,24,75
7116,male,16,80
